ParticipantID,Age,Gender,Musician,UseStreaming,Openness,Conscientiousness,Extraversion,Agreeableness,Neuroticism,FavoriteGenre,TrackID,CompressionThreshold,BassBoost,Genre,Year,RMSoverall,RMSdifference,Order,Liking,ResponseTime
1,30,Female,No,2,5,4,4,5,2,Rock,33,-24dB,Yes,Rap,2017,-1.50247291287443,2,45,88,17.8370906304492
1,30,Female,No,2,5,4,4,5,2,Rock,34,-12dB,No,EDM,2017,-14.7004495254462,-3.31012250239976,26,81,39.8968330071772
1,30,Female,No,2,5,4,4,5,2,Rock,35,-12dB,No,Pop,2020,-20.9822503238241,-5.57571660224791,49,82,32.7647603620748
1,30,Female,No,2,5,4,4,5,2,Rock,36,0dB,No,Pop,2017,-27.6483027718986,-7.91400717624922,53,42,55.0842416441935
1,30,Female,No,2,5,4,4,5,2,Rock,37,-12dB,Yes,Pop,2017,-20.3479312582328,-5.56161815208398,21,84,54.1781932070171
1,30,Female,No,2,5,4,4,5,2,Rock,38,-24dB,Yes,Pop,2015,-20.3354859012549,-3.99273708723822,18,70,56.1471737389527
1,30,Female,No,2,5,4,4,5,2,Rock,39,0dB,No,Pop,2018,-13.9856867326503,1.94065273903765,55,51,18.5552888484604
1,30,Female,No,2,5,4,4,5,2,Rock,40,-12dB,Yes,Country,2018,-32.5668882314737,-10.2638737737957,32,89,48.5936521160932
1,30,Female,No,2,5,4,4,5,2,Rock,41,0dB,No,Rap,2017,-15.2291914989461,-3.87102444020888,16,30,87.0376488962582
1,30,Female,No,2,5,4,4,5,2,Rock,42,0dB,Yes,Rock,2017,-17.6494870594108,-4.80999566939024,31,100,32.1155799979652
1,30,Female,No,2,5,4,4,5,2,Rock,43,-12dB,Yes,EDM,2015,-8.00325601979858,-0.000848381114475494,48,100,35.2588241128135
1,30,Female,No,2,5,4,4,5,2,Rock,44,-24dB,Yes,Rap,2018,-15.0272409543877,-1.8489683202307,8,57,79.7282689816223
1,30,Female,No,2,5,4,4,5,2,Rock,45,-24dB,Yes,Rap,2018,-27.9509490911277,-8.22224036242201,50,70,37.0651084080111
1,30,Female,No,2,5,4,4,5,2,Rock,46,-12dB,Yes,Rock,2019,-4.68100131800532,2,25,100,35.121293067343
1,30,Female,No,2,5,4,4,5,2,Rock,47,-12dB,No,EDM,2018,-17.4073426007487,-0.459121437307604,60,100,12.9822061729354
1,30,Female,No,2,5,4,4,5,2,Rock,48,-24dB,Yes,Pop,2015,-1,2,24,68,52.777381235589
1,30,Female,No,2,5,4,4,5,2,Rock,49,0dB,No,Pop,2020,-18.1169293412745,-1.95281519459825,15,41,55.5335365134287
1,30,Female,No,2,5,4,4,5,2,Rock,50,0dB,No,Rap,2019,-9.06481160872121,1.46139281427075,10,66,46.0994882469357
1,30,Female,No,2,5,4,4,5,2,Rock,51,-24dB,Yes,Rock,2016,-12.4488510880586,-1.60176515859202,43,92,33.7137688671526
1,30,Female,No,2,5,4,4,5,2,Rock,52,-24dB,Yes,Country,2015,-19.576223623614,-4.10921949632705,47,93,31.8500034451329
1,30,Female,No,2,5,4,4,5,2,Rock,53,0dB,Yes,Pop,2016,-24.4873109321946,-5.10465412855268,5,56,65.5198275988465
1,30,Female,No,2,5,4,4,5,2,Rock,54,0dB,No,EDM,2018,-7.68811692599838,0.55180041111766,37,81,22.7015519292489
1,30,Female,No,2,5,4,4,5,2,Rock,55,-12dB,No,Pop,2015,-18.3392094890571,-5.69438189159947,11,95,51.0918660415913
1,30,Female,No,2,5,4,4,5,2,Rock,56,-12dB,No,Rap,2016,-29.92634705848,-10.1148295861984,54,100,15.3544688769582
1,30,Female,No,2,5,4,4,5,2,Rock,57,-12dB,No,Country,2019,-26.8402548055807,-9.0735607190229,39,69,46.2367088162215
1,30,Female,No,2,5,4,4,5,2,Rock,58,0dB,No,Rap,2019,-1,2,19,66,22.945477860319
1,30,Female,No,2,5,4,4,5,2,Rock,59,-12dB,Yes,Jazz,2016,-35.3334100487687,-12.5800558951344,9,61,80.5414247385911
1,30,Female,No,2,5,4,4,5,2,Rock,60,0dB,Yes,Pop,2020,-14.1556106782319,0.00754547374309667,56,81,25.5607490435902
2,26,Female,No,5,3,4,4,5,2,Jazz,1,-12dB,No,Pop,1997,-23.7403427378226,-14.0670332200706,18,58,49.9245293772469
2,26,Female,No,5,3,4,4,5,2,Jazz,2,-12dB,No,Jazz,1999,-40.0939485490335,-20.454962798475,53,89,9.44474295463732
2,26,Female,No,5,3,4,4,5,2,Jazz,3,0dB,No,Pop,1997,-23.7118176893998,-10.7596445290569,54,13,55.8214186288758
2,26,Female,No,5,3,4,4,5,2,Jazz,4,-12dB,No,Rock,2000,-20.5666610946666,-8.48108548413992,21,52,65.9453517637475
2,26,Female,No,5,3,4,4,5,2,Jazz,5,0dB,No,Pop,1999,-12.5235006864689,-7.15866246887489,57,11,33.4944912493676
2,26,Female,No,5,3,4,4,5,2,Jazz,6,-24dB,Yes,Classical,1995,-54.6463468785541,-37.1192504032952,32,10,107.475273991278
2,26,Female,No,5,3,4,4,5,2,Jazz,7,0dB,Yes,Rock,1996,-25.2613056669179,-12.6033930761515,35,18,66.1896471242359
2,26,Female,No,5,3,4,4,5,2,Jazz,8,-12dB,Yes,Rock,1999,-15.3994357781859,-6.72730641087322,4,58,60.0807268011373
2,26,Female,No,5,3,4,4,5,2,Jazz,9,-24dB,Yes,Pop,1998,-29.5685197324296,-16.3194569175572,30,47,61.0644368036763
2,26,Female,No,5,3,4,4,5,2,Jazz,10,-12dB,Yes,Country,1996,-40.9731112574953,-22.3680113178577,7,33,91.066081239985
2,26,Female,No,5,3,4,4,5,2,Jazz,11,-12dB,Yes,Pop,1998,-27.1464755740383,-14.3029329048323,10,46,75.7211378030147
2,26,Female,No,5,3,4,4,5,2,Jazz,12,0dB,No,Rock,1996,-17.6592942389464,-11.2244524788383,27,11,59.660388982239
2,26,Female,No,5,3,4,4,5,2,Jazz,13,-12dB,No,Pop,2000,-18.955979230333,-10.7971501617426,11,48,66.363775489819
2,26,Female,No,5,3,4,4,5,2,Jazz,14,-24dB,Yes,Pop,1997,-27.3494242641391,-11.6181573096322,45,36,53.2930829409868
2,26,Female,No,5,3,4,4,5,2,Jazz,15,0dB,No,Rock,1997,-28.1476303652271,-14.9605215485624,38,15,54.9390479166874
2,26,Female,No,5,3,4,4,5,2,Jazz,16,-12dB,Yes,Country,1997,-10.3488672148715,-6.5377493521138,17,42,81.8981472129951
2,26,Female,No,5,3,4,4,5,2,Jazz,17,-24dB,No,Pop,1998,-31.2982955430438,-16.9412631336289,59,54,43.8227928441736
2,26,Female,No,5,3,4,4,5,2,Jazz,18,-24dB,No,Jazz,2000,-30.3655158769499,-16.295038107512,19,78,27.9107366298581
2,26,Female,No,5,3,4,4,5,2,Jazz,19,-12dB,No,Pop,1998,-21.5508486328638,-10.541553480818,36,80,36.207486623149
2,26,Female,No,5,3,4,4,5,2,Jazz,20,0dB,Yes,EDM,1999,-29.0661198109957,-14.4461934031361,3,27,104.626937604081
2,26,Female,No,5,3,4,4,5,2,Jazz,21,0dB,Yes,Country,1998,-31.3893381131428,-15.7322356697537,12,7,87.5169181382347
2,26,Female,No,5,3,4,4,5,2,Jazz,22,-12dB,Yes,Pop,1998,-14.5584479994376,-6.72173239786789,23,52,69.5648304364442
2,26,Female,No,5,3,4,4,5,2,Jazz,23,-12dB,Yes,Pop,2000,-36.3013482859906,-17.518730035296,13,47,89.4715602683188
2,26,Female,No,5,3,4,4,5,2,Jazz,24,-24dB,No,Country,2000,-29.3136010203115,-15.3676300122914,6,19,81.8467175547239
2,26,Female,No,5,3,4,4,5,2,Jazz,25,-12dB,No,Rock,1996,-27.2604363906305,-15.9832863039398,28,90,42.8156724274589
2,26,Female,No,5,3,4,4,5,2,Jazz,26,-12dB,No,Rock,1999,-24.2278339919142,-12.8128165484078,29,71,51.7673948846123
2,26,Female,No,5,3,4,4,5,2,Jazz,27,0dB,No,Rap,1995,-37.19641213035,-19.4553179355272,24,9,74.9610496812357
2,26,Female,No,5,3,4,4,5,2,Jazz,28,-24dB,No,Rock,1998,-11.2026293233886,-6.95684264221807,47,36,46.2378296254121
2,26,Female,No,5,3,4,4,5,2,Jazz,29,-12dB,No,Rap,1999,-18.5677432954753,-7.23470237970906,50,77,25.2745355163083
2,26,Female,No,5,3,4,4,5,2,Jazz,30,-12dB,Yes,Rap,1996,-29.1074009988294,-17.0470482886146,8,35,88.7802259723068
2,26,Female,No,5,3,4,4,5,2,Jazz,31,-24dB,Yes,Country,2016,-16.5539859189734,-4.91828684332574,26,70,49.8276281325048
2,26,Female,No,5,3,4,4,5,2,Jazz,32,-24dB,No,Rap,2016,-2.41739738528889,2,56,31,21.9798377037915
2,26,Female,No,5,3,4,4,5,2,Jazz,33,-24dB,No,Rap,2017,-1.50247291287443,2,48,42,39.1551725441113
2,26,Female,No,5,3,4,4,5,2,Jazz,34,0dB,Yes,EDM,2017,-14.7004495254462,-3.31012250239976,51,28,43.3645341207277
2,26,Female,No,5,3,4,4,5,2,Jazz,35,0dB,No,Pop,2020,-20.9822503238241,-5.57571660224791,16,31,64.0882965222077
2,26,Female,No,5,3,4,4,5,2,Jazz,36,-12dB,Yes,Pop,2017,-27.6483027718986,-7.91400717624922,34,37,61.7818974218345
2,26,Female,No,5,3,4,4,5,2,Jazz,37,-12dB,No,Pop,2017,-20.3479312582328,-5.56161815208398,41,44,39.2689425722315
2,26,Female,No,5,3,4,4,5,2,Jazz,38,-24dB,Yes,Pop,2015,-20.3354859012549,-3.99273708723822,44,51,40.272957671758
2,26,Female,No,5,3,4,4,5,2,Jazz,39,-24dB,No,Pop,2018,-13.9856867326503,1.94065273903765,22,20,75.9249042238828
2,26,Female,No,5,3,4,4,5,2,Jazz,40,-24dB,Yes,Country,2018,-32.5668882314737,-10.2638737737957,5,11,105.163222783308
2,26,Female,No,5,3,4,4,5,2,Jazz,41,-24dB,Yes,Rap,2017,-15.2291914989461,-3.87102444020888,46,36,76.0702745431186
2,26,Female,No,5,3,4,4,5,2,Jazz,42,-12dB,No,Rock,2017,-17.6494870594108,-4.80999566939024,40,70,27.8697871291141
2,26,Female,No,5,3,4,4,5,2,Jazz,43,-24dB,No,EDM,2015,-8.00325601979858,-0.000848381114475494,9,41,74.7351790144811
2,26,Female,No,5,3,4,4,5,2,Jazz,44,-24dB,No,Rap,2018,-15.0272409543877,-1.8489683202307,58,26,38.2214088918581
2,26,Female,No,5,3,4,4,5,2,Jazz,45,0dB,Yes,Rap,2018,-27.9509490911277,-8.22224036242201,1,28,92.3277739039556
2,26,Female,No,5,3,4,4,5,2,Jazz,46,-24dB,Yes,Rock,2019,-4.68100131800532,2,52,77,44.8110042460101
2,26,Female,No,5,3,4,4,5,2,Jazz,47,-12dB,Yes,EDM,2018,-17.4073426007487,-0.459121437307604,37,58,63.8027962761572
2,26,Female,No,5,3,4,4,5,2,Jazz,48,-12dB,Yes,Pop,2015,-1,2,25,49,57.7328095260377
2,26,Female,No,5,3,4,4,5,2,Jazz,49,0dB,Yes,Pop,2020,-18.1169293412745,-1.95281519459825,55,45,11.9186344456559
2,26,Female,No,5,3,4,4,5,2,Jazz,50,-12dB,No,Rap,2019,-9.06481160872121,1.46139281427075,49,66,29.5493368439847
2,26,Female,No,5,3,4,4,5,2,Jazz,51,-24dB,No,Rock,2016,-12.4488510880586,-1.60176515859202,2,36,80.0405534906172
2,26,Female,No,5,3,4,4,5,2,Jazz,52,-12dB,No,Country,2015,-19.576223623614,-4.10921949632705,31,75,28.7202487257916
2,26,Female,No,5,3,4,4,5,2,Jazz,53,-12dB,Yes,Pop,2016,-24.4873109321946,-5.10465412855268,60,65,25.1778266134825
2,26,Female,No,5,3,4,4,5,2,Jazz,54,-12dB,No,EDM,2018,-7.68811692599838,0.55180041111766,20,57,51.7729195261538
2,26,Female,No,5,3,4,4,5,2,Jazz,55,0dB,Yes,Pop,2015,-18.3392094890571,-5.69438189159947,43,15,51.2363784781266
2,26,Female,No,5,3,4,4,5,2,Jazz,56,-24dB,Yes,Rap,2016,-29.92634705848,-10.1148295861984,39,72,46.202636320671
2,26,Female,No,5,3,4,4,5,2,Jazz,57,0dB,No,Country,2019,-26.8402548055807,-9.0735607190229,15,15,67.1798508922005
2,26,Female,No,5,3,4,4,5,2,Jazz,58,-24dB,No,Rap,2019,-1,2,14,41,60.4118434659715
2,26,Female,No,5,3,4,4,5,2,Jazz,59,-12dB,Yes,Jazz,2016,-35.3334100487687,-12.5800558951344,33,70,55.0470575761899
2,26,Female,No,5,3,4,4,5,2,Jazz,60,0dB,Yes,Pop,2020,-14.1556106782319,0.00754547374309667,42,55,34.5781569057917
3,47,Male,No,2,3,3,4,6,3,Rock,1,0dB,No,Pop,1997,-23.7403427378226,-14.0670332200706,23,25,65.0328694680524
3,47,Male,No,2,3,3,4,6,3,Rock,2,-24dB,No,Jazz,1999,-40.0939485490335,-20.454962798475,33,45,65.6381536847535
3,47,Male,No,2,3,3,4,6,3,Rock,3,-24dB,No,Pop,1997,-23.7118176893998,-10.7596445290569,54,35,28.8811718382224
3,47,Male,No,2,3,3,4,6,3,Rock,4,0dB,No,Rock,2000,-20.5666610946666,-8.48108548413992,21,56,60.9467820547281
3,47,Male,No,2,3,3,4,6,3,Rock,5,-12dB,Yes,Pop,1999,-12.5235006864689,-7.15866246887489,7,58,93.3113381293869
3,47,Male,No,2,3,3,4,6,3,Rock,6,-24dB,Yes,Classical,1995,-54.6463468785541,-37.1192504032952,1,25,102.179266104126
3,47,Male,No,2,3,3,4,6,3,Rock,7,-24dB,Yes,Rock,1996,-25.2613056669179,-12.6033930761515,2,73,100.873282711352
3,47,Male,No,2,3,3,4,6,3,Rock,8,0dB,Yes,Rock,1999,-15.3994357781859,-6.72730641087322,25,79,54.751333312389
3,47,Male,No,2,3,3,4,6,3,Rock,9,0dB,Yes,Pop,1998,-29.5685197324296,-16.3194569175572,16,40,71.0944608575945
3,47,Male,No,2,3,3,4,6,3,Rock,10,-12dB,No,Country,1996,-40.9731112574953,-22.3680113178577,36,69,45.3706002740424
3,47,Male,No,2,3,3,4,6,3,Rock,11,-24dB,Yes,Pop,1998,-27.1464755740383,-14.3029329048323,13,45,108.192649451999
3,47,Male,No,2,3,3,4,6,3,Rock,12,0dB,Yes,Rock,1996,-17.6592942389464,-11.2244524788383,42,60,39.7303190348994
3,47,Male,No,2,3,3,4,6,3,Rock,13,-24dB,No,Pop,2000,-18.955979230333,-10.7971501617426,53,43,39.1678289206021
3,47,Male,No,2,3,3,4,6,3,Rock,14,0dB,No,Pop,1997,-27.3494242641391,-11.6181573096322,20,22,100.938284871442
3,47,Male,No,2,3,3,4,6,3,Rock,15,-12dB,Yes,Rock,1997,-28.1476303652271,-14.9605215485624,46,70,45.7008687870626
3,47,Male,No,2,3,3,4,6,3,Rock,16,0dB,No,Country,1997,-10.3488672148715,-6.5377493521138,48,33,32.2073969716408
3,47,Male,No,2,3,3,4,6,3,Rock,17,-12dB,Yes,Pop,1998,-31.2982955430438,-16.9412631336289,60,51,54.4600588224434
3,47,Male,No,2,3,3,4,6,3,Rock,18,-12dB,Yes,Jazz,2000,-30.3655158769499,-16.295038107512,28,84,41.3164470546269
3,47,Male,No,2,3,3,4,6,3,Rock,19,-12dB,Yes,Pop,1998,-21.5508486328638,-10.541553480818,17,70,65.5408751118449
3,47,Male,No,2,3,3,4,6,3,Rock,20,-12dB,No,EDM,1999,-29.0661198109957,-14.4461934031361,35,83,51.0975609417113
3,47,Male,No,2,3,3,4,6,3,Rock,21,-12dB,No,Country,1998,-31.3893381131428,-15.7322356697537,47,64,41.4957152479833
3,47,Male,No,2,3,3,4,6,3,Rock,22,0dB,Yes,Pop,1998,-14.5584479994376,-6.72173239786789,39,57,33.7254804201077
3,47,Male,No,2,3,3,4,6,3,Rock,23,0dB,Yes,Pop,2000,-36.3013482859906,-17.518730035296,8,56,65.0399821000132
3,47,Male,No,2,3,3,4,6,3,Rock,24,-24dB,No,Country,2000,-29.3136010203115,-15.3676300122914,24,16,84.3535828848746
3,47,Male,No,2,3,3,4,6,3,Rock,25,0dB,No,Rock,1996,-27.2604363906305,-15.9832863039398,57,69,15.6590211076127
3,47,Male,No,2,3,3,4,6,3,Rock,26,-24dB,No,Rock,1999,-24.2278339919142,-12.8128165484078,56,88,11.6246298444581
3,47,Male,No,2,3,3,4,6,3,Rock,27,0dB,Yes,Rap,1995,-37.19641213035,-19.4553179355272,6,19,98.658923778741
3,47,Male,No,2,3,3,4,6,3,Rock,28,-24dB,No,Rock,1998,-11.2026293233886,-6.95684264221807,32,79,55.8183239263917
3,47,Male,No,2,3,3,4,6,3,Rock,29,-24dB,No,Rap,1999,-18.5677432954753,-7.23470237970906,15,50,87.3966476794637
3,47,Male,No,2,3,3,4,6,3,Rock,30,-12dB,No,Rap,1996,-29.1074009988294,-17.0470482886146,4,47,88.8012268267273
3,47,Male,No,2,3,3,4,6,3,Rock,31,-12dB,Yes,Country,2016,-16.5539859189734,-4.91828684332574,45,83,41.539601915735
3,47,Male,No,2,3,3,4,6,3,Rock,32,0dB,Yes,Rap,2016,-2.41739738528889,2,52,48,25.3008100936292
3,47,Male,No,2,3,3,4,6,3,Rock,33,0dB,Yes,Rap,2017,-1.50247291287443,2,38,53,36.6667624046455
3,47,Male,No,2,3,3,4,6,3,Rock,34,-24dB,No,EDM,2017,-14.7004495254462,-3.31012250239976,43,60,28.1322538682899
3,47,Male,No,2,3,3,4,6,3,Rock,35,-12dB,No,Pop,2020,-20.9822503238241,-5.57571660224791,51,82,33.5979976781078
3,47,Male,No,2,3,3,4,6,3,Rock,36,0dB,No,Pop,2017,-27.6483027718986,-7.91400717624922,29,21,82.8502053739903
3,47,Male,No,2,3,3,4,6,3,Rock,37,-24dB,Yes,Pop,2017,-20.3479312582328,-5.56161815208398,59,67,43.1005616763235
3,47,Male,No,2,3,3,4,6,3,Rock,38,0dB,No,Pop,2015,-20.3354859012549,-3.99273708723822,26,38,65.7020459106738
3,47,Male,No,2,3,3,4,6,3,Rock,39,-24dB,Yes,Pop,2018,-13.9856867326503,1.94065273903765,9,51,92.9542824697292
3,47,Male,No,2,3,3,4,6,3,Rock,40,-24dB,No,Country,2018,-32.5668882314737,-10.2638737737957,31,35,52.702044992218
3,47,Male,No,2,3,3,4,6,3,Rock,41,-12dB,No,Rap,2017,-15.2291914989461,-3.87102444020888,34,79,43.2656788104153
3,47,Male,No,2,3,3,4,6,3,Rock,42,-24dB,Yes,Rock,2017,-17.6494870594108,-4.80999566939024,11,98,54.8161294728777
3,47,Male,No,2,3,3,4,6,3,Rock,43,-12dB,Yes,EDM,2015,-8.00325601979858,-0.000848381114475494,5,62,101.982494244001
3,47,Male,No,2,3,3,4,6,3,Rock,44,-12dB,Yes,Rap,2018,-15.0272409543877,-1.8489683202307,44,65,46.926795128264
3,47,Male,No,2,3,3,4,6,3,Rock,45,0dB,No,Rap,2018,-27.9509490911277,-8.22224036242201,14,21,65.8276991059888
3,47,Male,No,2,3,3,4,6,3,Rock,46,-24dB,No,Rock,2019,-4.68100131800532,2,40,82,23.0263319692098
3,47,Male,No,2,3,3,4,6,3,Rock,47,-12dB,Yes,EDM,2018,-17.4073426007487,-0.459121437307604,12,83,86.37662913948
3,47,Male,No,2,3,3,4,6,3,Rock,48,-12dB,No,Pop,2015,-1,2,18,76,41.7353345353549
3,47,Male,No,2,3,3,4,6,3,Rock,49,-12dB,Yes,Pop,2020,-18.1169293412745,-1.95281519459825,49,84,16.720342862272
3,47,Male,No,2,3,3,4,6,3,Rock,50,-24dB,Yes,Rap,2019,-9.06481160872121,1.46139281427075,50,79,42.4726762349096
3,47,Male,No,2,3,3,4,6,3,Rock,51,-24dB,No,Rock,2016,-12.4488510880586,-1.60176515859202,27,83,42.900652357422
3,47,Male,No,2,3,3,4,6,3,Rock,52,-24dB,No,Country,2015,-19.576223623614,-4.10921949632705,22,66,63.8354621371137
3,47,Male,No,2,3,3,4,6,3,Rock,53,-12dB,No,Pop,2016,-24.4873109321946,-5.10465412855268,55,89,21.5131326592318
3,47,Male,No,2,3,3,4,6,3,Rock,54,-24dB,No,EDM,2018,-7.68811692599838,0.55180041111766,30,68,61.4807657222432
3,47,Male,No,2,3,3,4,6,3,Rock,55,0dB,No,Pop,2015,-18.3392094890571,-5.69438189159947,19,31,51.110161378542
3,47,Male,No,2,3,3,4,6,3,Rock,56,0dB,Yes,Rap,2016,-29.92634705848,-10.1148295861984,41,55,70.9482478059861
3,47,Male,No,2,3,3,4,6,3,Rock,57,-24dB,No,Country,2019,-26.8402548055807,-9.0735607190229,37,67,57.0698944335222
3,47,Male,No,2,3,3,4,6,3,Rock,58,-12dB,No,Rap,2019,-1,2,10,77,61.2536860251556
3,47,Male,No,2,3,3,4,6,3,Rock,59,0dB,No,Jazz,2016,-35.3334100487687,-12.5800558951344,58,34,36.3498426262186
3,47,Male,No,2,3,3,4,6,3,Rock,60,-24dB,Yes,Pop,2020,-14.1556106782319,0.00754547374309667,3,76,117.927065213383
4,31,Male,No,3,3,3,4,5,2,Rap,1,0dB,Yes,Pop,1997,-23.7403427378226,-14.0670332200706,56,34,34.9433371782138
4,31,Male,No,3,3,3,4,5,2,Rap,2,-24dB,Yes,Jazz,1999,-40.0939485490335,-20.454962798475,16,55,78.6501896897863
4,31,Male,No,3,3,3,4,5,2,Rap,3,-24dB,No,Pop,1997,-23.7118176893998,-10.7596445290569,22,46,52.1505051788013
4,31,Male,No,3,3,3,4,5,2,Rap,4,0dB,Yes,Rock,2000,-20.5666610946666,-8.48108548413992,37,35,39.7049776600604
4,31,Male,No,3,3,3,4,5,2,Rap,5,0dB,No,Pop,1999,-12.5235006864689,-7.15866246887489,21,18,51.7470371295398
4,31,Male,No,3,3,3,4,5,2,Rap,6,0dB,Yes,Classical,1995,-54.6463468785541,-37.1192504032952,4,16,98.416000710917
4,31,Male,No,3,3,3,4,5,2,Rap,7,0dB,Yes,Rock,1996,-25.2613056669179,-12.6033930761515,43,31,51.5088921392364
4,31,Male,No,3,3,3,4,5,2,Rap,8,-24dB,No,Rock,1999,-15.3994357781859,-6.72730641087322,27,67,48.6735556101234
4,31,Male,No,3,3,3,4,5,2,Rap,9,0dB,No,Pop,1998,-29.5685197324296,-16.3194569175572,13,24,57.5604432746893
4,31,Male,No,3,3,3,4,5,2,Rap,10,0dB,Yes,Country,1996,-40.9731112574953,-22.3680113178577,60,50,21.3129242357291
4,31,Male,No,3,3,3,4,5,2,Rap,11,0dB,No,Pop,1998,-27.1464755740383,-14.3029329048323,45,19,28.2355938895942
4,31,Male,No,3,3,3,4,5,2,Rap,12,0dB,Yes,Rock,1996,-17.6592942389464,-11.2244524788383,14,41,67.0844936971474
4,31,Male,No,3,3,3,4,5,2,Rap,13,0dB,Yes,Pop,2000,-18.955979230333,-10.7971501617426,31,35,59.3140158560104
4,31,Male,No,3,3,3,4,5,2,Rap,14,-12dB,No,Pop,1997,-27.3494242641391,-11.6181573096322,30,55,54.1512502790385
